,smiles
2477,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1
2478,COc1cccc(Nc2ncnn3ccc(CN4CCC(N)C(O)C4)c23)c1
2479,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1coc(-c2ccccc2)n1
2480,O=C(Nc1cccc(Br)c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1
2481,COCCCc1sc(-c2ccccc2)nc1C(=O)Nc1ccccc1-c1nc2cc(CN3CCCC3)cnc2s1
2482,COC(=O)C=CC(=O)N(O)CCCCNCc1ccc(COC(=O)Nc2cccc3ccccc23)cc1
2483,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1
2484,O=C(c1cncc(Br)c1)N1CCC(N2CCCC2)CC1
2485,CCCOc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)cc1
2486,O=C(NCC(=O)N1CCCC1)Nc1ccc2cnccc2c1
2487,CNCCN(C)Cc1cn[nH]c1-c1ccc(OC2CC(OCCC3CCOCC3)C2)cc1
2488,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCC1)n(C)c(=O)n2C
2489,O=C(C(Cc1cccc(C(F)(F)F)c1)NS(=O)(=O)c1cc(F)c2c(c1)CCNC2)N1CCCC1
2490,CN1CCN(c2ccc(-c3cccc(CN4CCOCC4)c3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1
2491,COc1ccc(-n2c(SCCCN3C(=O)c4cccc5cccc(c45)C3=O)nnc2-c2ccncc2)cc1
2492,COc1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1
2493,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O
2494,NC1=NC(=O)N2CC12
2495,CCCC(CCC)C(=O)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
2496,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
2497,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1
2498,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
2499,CC(C(C)N1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
2500,CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32
2501,C#CCC(c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F
2502,CON(C)C(=O)N1N=C(c2cc(F)ccc2F)SC1(CCCN)c1ccccc1
2503,CCc1cc(C(N)=O)ccc1-n1nc(C(C)C)c2c(-n3cnc(-c4cnn(C)c4)c3)ccnc21
2504,CCC(C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O
2505,COc1cccc(-c2cc(F)ccc2C2Cc3nc(N)nc(C)c3C(=O)N2)n1
2506,Fc1ccc(CNc2ncnc3ccc(F)cc23)cc1
2507,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)CCl)cc1
2508,CC(C)CC(N)C(O)C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)O)C(=O)O)C(C)C)C(C)C
2509,O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
2510,COC(=O)N1CC2(CC2)CC(C(=O)NO)C1C(=O)N1CCN(c2ccccc2)CC1
2511,CC(C)CC(CC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)c1ccccc1
2512,N#Cc1ccc(C2CCCc3cncn32)cc1
2513,CC1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O
2514,COC1COCCC1NC1CCC(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1
2515,CC(C)CC(CO)Nc1nc(SC(C)c2ccccc2)nc2nc(N)sc12
2516,CC(C)C(O)(c1ccc2cc(OC(F)F)c(OC(F)F)cc2c1)c1cn[nH]n1
2517,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1
2518,NCC1CCN(c2nccc(-c3ccc4ccccc4c3)n2)CC1
2519,COCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccccc3OC)C2)C1c1cccc(O)c1
2520,CN1CCC(NC(=O)Nc2ccc(C#N)cc2)CC1c1nc2ccccc2[nH]1
2521,NC(=O)C(CC1CC1)C(CCC(F)(F)F)C(=O)NC1N=C(c2ccccc2)c2cccc(F)c2NC1=O
2522,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F
2523,CC=CCC=CCCC(=O)C1OC1C(N)=O
2524,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
2525,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1
2526,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1
2527,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1
2528,NC1=NC2C(CSC2CCCCC(=O)O)N1
2529,NCCCCNCCCN
2530,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
2531,CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1
2532,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(Cc2cccc(Oc3ccccc3)c2)CC1
2533,C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2O
2534,Cc1ncc(OCC2(c3cccc(F)c3)CC2C(=O)Nc2ccc(F)cn2)c(C)n1
2535,CCn1c(=O)n(C2CCN(CC3CCCCCCC3)CC2CO)c2ccccc21
2536,COc1cc(C(=O)N2CCC(O)C(N)C2)cc2nc(-c3cc4ccccc4n3CC3CC3)n(C)c12
2537,Nc1ccc(C=CC(=O)NCc2cc3cc(-c4ccc(C(=O)N5CCC(F)(F)CC5)cc4)cc(-c4ccc(F)cc4)c3o2)cn1
2538,O=C(O)CC1CCC(c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1
2539,NC(=O)C1CCSC2CC3(CCCN3C(=O)Cc3ccc(NC(=O)COc4ccc(Cl)cc4Cl)cc3)C(=O)N21
2540,CNc1nc(C)nc(NC2CCCC(C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1
2541,c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1
2542,O=C(O)c1cnn(-c2nc3cc(OC(F)(F)F)c(Cl)cc3[nH]2)c1
2543,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12
2544,c1ccc(CNc2nc(N3CCOc4ccccc43)nc3c2CCCC3)cc1
2545,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2
2546,O=C(CCl)Nc1cccc(NC2=NS(=O)(=O)c3ccccc32)c1
2547,Cc1nn(C)c2c1C(c1ccc(C(F)(F)F)cc1)C(C#N)=C(N)O2
2548,O=C(NCCCNC(=O)c1ccc[nH]c1=O)c1cc(-c2ccccc2)on1
2549,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21
2550,CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3
2551,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12
2552,Oc1ccc(C2Oc3ccc(O)cc3C3CCCC32)cc1
2553,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
2554,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
2555,CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1
2556,Cc1ccc(CN2CCNCC2)cc1NC(=O)CNc1ccc(F)c(F)c1
2557,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12
2558,Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl
2559,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
2560,CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2
2561,CCNCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
2562,CC(C)c1cccc(C(C)C)c1O
2563,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)C(O)C1O
2564,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1
2565,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
2566,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1
2567,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C
2568,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
2569,O=C(O)CCn1c2c(c3ccccc31)CC(NS(=O)(=O)c1ccc(F)cc1)CC2
2570,COc1ccc2cc(OCC3(C(=O)O)CN(C(=O)c4ccc(F)cc4)C3)ccc2c1
2571,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
2572,O=c1[nH]nc(OCCCc2ccc(Cl)cc2)c(NCc2cccnc2)c1Br
2573,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1
2574,COc1ccc(Cc2ccc(NC(N)=O)cc2)cc1-c1cccc(Cl)c1
2575,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
2576,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O
2577,Cc1[nH]c2ccc(F)cc2c1-c1nc2c3cccnc3c3ncccc3c2[nH]1
2578,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
2579,O=C(O)c1ccccc1C(=O)Nc1ccc(-c2ccccc2)cc1
2580,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
2581,OCCNC1CCCc2c1[nH]c1ccc(-c3ccccc3)cc21
2582,CC(NCc1cc2ccccc2[nH]1)c1cccc2ccccc12
2583,CCOC(=O)C1OC1C(=O)NC(CC(C)C)C(=O)NCCC(C)C
2584,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1
2585,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
2586,CCCCCN=C(N)NN=Cc1c[nH]c2ccc(OC)cc12
2587,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C
2588,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
2589,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
2590,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1
2591,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
2592,CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1
2593,NC(=NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N
2594,CC#CC(CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1
2595,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
2596,Cc1cn2cc(C(=O)N(C)CCO)cc(NC3CCOc4cccc(C)c43)c2n1
2597,CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1
2598,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21
2599,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
2600,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
2601,COC1CCC(C(=O)c2ccc3nc4c(cc3c2)CCCO4)CC1
2602,O=C(NC1CCCC(CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(Cl)cc4)cc3o2)CC1
2603,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21
2604,CN(C)C1(c2ccccc2)CCC2(CC1)OCCc1c2[nH]c2ccc(F)cc12
2605,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4
2606,COc1cc(CC(CO)C(CO)Cc2ccc(O)c(OC)c2)ccc1O
2607,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
2608,O=S(=O)(O)c1ccc2cc(N=Nc3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1
2609,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1
2610,Cc1cnc(CNC(=O)c2c(=O)c3ccc(N4CCCN(C)CC4)nc3n3c2sc2ccccc23)cn1
2611,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12
2612,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
2613,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1
2614,CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1
2615,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1
2616,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4
2617,CN(C)N=Nc1nc[nH]c1C(N)=O
2618,CN(CCCl)CCCl
2619,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O
2620,O=C(O)C1(C(=O)O)CCC1.[Pt]
2621,O=C(O)CO.[Pt+2]
2622,O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12
2623,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
2624,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21
2625,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
2626,CCCCc1ccc2nc(NC(=O)OC)[nH]c2c1
2627,COc1ccc(CC(C)C(C)Cc2ccc(OC)c(OC)c2)cc1OC
2628,Cc1ccc(C(=O)N(CCCN)C(c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1
2629,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1
2630,CC(C)Oc1ccc(C(=O)NC(CNC(=O)CN(C)C)Cc2ccc(-c3cn4cccc(C(C)O)c4n3)cc2)cc1Cl
2631,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1
2632,C[N+](C)([O-])CCNc1ccc(NCC[N+](C)(C)[O-])c2c1C(=O)c1c(O)ccc(O)c1C2=O
2633,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
2634,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
2636,O=C(O)C(O)Cc1ccc(O)c(O)c1
2637,Cc1cc(=O)c2c(O)c3c(O)cc(=O)c4c3c3c(cc(O)c1c23)C(C)(C)C=4O
2638,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1
2639,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
2640,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
2641,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
2642,C#CCN(C)CC1=Cc2ccccc2Oc2ccccc21
2643,CS(=O)(=O)N(Cc1ccco1)CC(O)Cn1c2ccccc2c2ccccc21
2644,O=[N+]([O-])c1ccc(Nc2ccccc2-c2ccccc2)c2nonc12
2645,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
2646,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC
2647,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1
2648,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1
2649,N#CC1(c2cccc(C(=O)Nc3cc(Oc4ccc5nc(NC(=O)C6CC6)sc5n4)ccc3F)c2Cl)CC1
2650,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
2651,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC
2652,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(-c2ccccc2)cc1
2653,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1
2654,Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21
2655,COc1ccc2c3n(c(=NC(=O)c4cccnc4)nc2c1OC)CCN3
2656,COc1ccc(Nc2cc(-c3cnc(N)nc3)nc(N3CCOCC3)n2)cn1
2657,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)N=Cc1cnc2ccc(Br)cn12
2658,Cc1c(CN2CCN(S(C)(=O)=O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12
2659,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C(C)(C)O)cc2n1
2660,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3)nc21
2661,CCNC(=O)Nc1ccc2ncc(Nc3ccc(C)cc3)nc2n1
2662,Cn1cnc(=N)c2[nH]cnc21
2663,COc1c(OCCCN2CCOCC2)ccc2c3n(c(=NC(=O)c4cnc(N)nc4)nc12)CCN3
2664,O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1
2665,O=C1NC(=O)C(=Cc2ccc3c(c2)OC(F)(F)O3)S1
2666,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)cc12
2667,CCN(CC)CCNC(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)nc2c1
2668,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3[nH]c4cc5ncnc5cc4nc3-c3ccccc3)cc2)CC1
2669,CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1
2670,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
2671,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
2672,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
2673,NC(=O)c1ccc2[nH]ccc2c1
2674,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1
2675,O=Nc1c(-c2c(O)[nH]c3cc(Br)ccc23)[nH]c2ccccc12
2676,CNC(C)C(=O)NC1CN(C(=O)CC(C)C)CCC2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O
2677,CCOc1ccccc1N=Nc1c(C)[nH]n(-c2nc(-c3ccccc3)cs2)c1=O
2678,COCC1(CO)C(=O)C2CCN1CC2
2679,O=c1[nH]c2ccc(Cl)cc2c(NC2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1
2680,Cn1cc(-c2[nH]c3cc(NC(=O)C(N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1
2681,CC(C)C(CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
2682,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12
2683,CCCCOc1c(C(=O)c2c(F)cc(C)cc2F)cnc2n[nH]cc12
2684,O=C1C(c2c(O)[nH]c3ccccc23)=Nc2ccccc21
2685,CC(C)c1cnn2c(NCc3ccccc3)cc(NC(CO)C(O)CO)nc12
2686,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12
2687,OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1
2688,CC1(C)Cc2c(sc(NC(=S)NC(=O)c3ccccc3)c2C(=O)O)CO1
2689,CC(NC(=O)c1sccc1OCc1ccc(Cl)cc1)c1ccccc1
2690,CC(Oc1ccc(O)cc1)(P(=O)(O)O)P(=O)(O)O
2691,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
2692,CCS(=O)(=O)Nc1ccc2[nH]c(O)c(C(=Nc3ccc(CN4CCCCC4)cc3)c3ccccc3)c2c1
2693,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1
2694,CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CCC4=NO)c(-c3ccncc3)[nH]2)cc1
2695,CN(C)Cc1cccc(N=C(c2ccccc2)c2c(O)[nH]c3cc(C(=O)N(C)C)ccc23)c1
2696,Cc1cc(Nc2ncc3c(n2)N(C)C(=O)N(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2C)C3)n(C)n1
2697,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1
2698,CC(C)(O)Cn1c(NC(=O)c2ccc(-c3cn[nH]c3)s2)nc2cc(CN3CCOCC3)ccc21
2699,CC(NCc1ccc2c(c1)nc(NC(=O)c1ccc(-c3cn[nH]c3)s1)n2CCc1ccccc1)C(C)(C)C
2700,Clc1cc(Cl)cc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1
2701,Cn1cc(C2=C(c3c4n(c5ccccc35)CCC(CN)C4)C(=O)NC2=O)c2ccccc21
2702,COc1cc(C(C)C)c(Oc2cnc(NC(CO)CO)nc2N)cc1I
2703,O=C1CSC(=O)N1C(CCc1ccncc1)COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1
2704,Clc1cccc(-c2nnnn2Cc2cccnc2)c1Cl
2705,CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(Cl)cc2F)N=C(c2ccnc(Cl)c2)N1
2706,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
2707,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1
2708,CC(C)(C)c1nc2c3cc[nH]c(=O)c3c3cc(F)ccc3c2[nH]1
2709,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21
2710,NS(=O)(=O)c1cccc2c1C(=O)c1cccc(O)c1C2=O
2711,Cc1ccc(C=NNC(=O)c2ccccc2Oc2ccccc2)o1
2712,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1
2713,Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1
2714,c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1
2715,CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1
2716,CNC1CCC(N(Cc2cccc(-c3ccncc3)c2)C(=O)c2sc3ccccc3c2Cl)CC1
2717,CC(c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1
2718,CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C
2719,Oc1ccc(C2CCN(c3ccnc4ccccc34)CC2)cc1O
2720,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1
2721,O=S(=O)(N=Cc1c(O)ccc2ccccc12)c1cccs1
2722,Cc1cccc(C=NNc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1
2723,COc1cc(-c2nn(C3CCC(N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C
2724,O=C1NC(=O)C(=Cc2cccc(C(F)(F)F)c2)S1
2725,CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3ncc(C#N)[nH]3)c(C3=CCCCC3)c2)CC1
2726,Cc1nc(Nc2n[nH]c3c2CN(C(=O)NC(CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1
2727,CCc1cc(-c2n[nH]c(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O
2728,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1
2729,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O
2730,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C
2731,CCNC(=O)c1cc2c(-c3cc(OCCN4CCCC4)c(Cl)cc3Cl)nc(N)nc2s1
2732,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
2733,O=C(CCCCCCC(=O)Nc1ccc(C2OC(CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)CC(c3ccc(CO)cc3)O2)cc1)NO
2734,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1
2735,O=C(CCCCCCC(=O)Nc1cccnc1)NO
2736,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1
2737,CN(C)NC(=O)CCC(=O)O
2738,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1
2739,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12
2740,CCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1
2741,CC1(C)C(N(O)C(=O)Nc2ccc(Cl)cc2)N(c2ccc(Cl)cc2)C(=O)N1CC(=O)NN=CC=Cc1ccc([N+](=O)[O-])o1
2742,COc1cc(C(=O)N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C
2743,CN(C)c1ccc2cc(C(=O)NC(CCCN=C(N)CCl)C(=O)NCc3ccccc3)ccc2c1
